"cdCliente","Cliente","CanalAtendimento","cdCidade"
"63237","Cliente 2388","SM DE 02 A 04 CHECK-OUT","144"
"63245","Cliente 8910","MERCEARIA","25"
"63276","Cliente 668","MERCEARIA","47"
"63278","Cliente 3323","SM DE 02 A 04 CHECK-OUT","47"
"63285","Cliente 6006","SM DE 02 A 04 CHECK-OUT","47"
"63299","Cliente 7979","AGROPECUARIA/CACA E PESCA","60"
"63309","Cliente 235","CONVENIENCIA","56"
"63315","Cliente 153","MERCEARIA","110"
"63322","Cliente 929","RESTAURANTE","150"
"63377","Cliente 8955","SM DE 02 A 04 CHECK-OUT","29"
"63379","Cliente 39","RESTAURANTE","110"
"63388","Cliente 5741","BARES TRADICIONAIS","47"
"63393","Cliente 1179","CONVENIENCIA","68"
"63395","Cliente 2848","CONVENIENCIA","102"
"63452","Cliente 8778","MERCEARIA","17"
"63465","Cliente 132","CONFEITARIA/PANIFICADORA","139"
"63467","Cliente 7828","SM DE 02 A 04 CHECK-OUT","79"
"63475","Cliente 4542","CONFEITARIA/PANIFICADORA","79"
"63492","Cliente 5152","SM DE 02 A 04 CHECK-OUT","79"
"63497","Cliente 3781","RESTAURANTE","47"
"63499","Cliente 5821","RESTAURANTE","17"
"63529","Cliente 8755","SM DE 02 A 04 CHECK-OUT","72"
"63601","Cliente 10536","CONVENIENCIA","144"
"63613","Cliente 8691","CONVENIENCIA","79"
"63620","Cliente 2481","CONVENIENCIA","47"
"63661","Cliente 470","CONFEITARIA/PANIFICADORA","79"
"63669","Cliente 4679","SM DE 02 A 04 CHECK-OUT","46"
"63685","Cliente 6572","CONFEITARIA/PANIFICADORA","77"
"63696","Cliente 4764","CONFEITARIA/PANIFICADORA","104"
"63708","Cliente 399","CONVENIENCIA","162"
"63721","Cliente 6573","CONVENIENCIA","46"
"63723","Cliente 2335","BARES TRADICIONAIS","47"
"63750","Cliente 8976","ATACADO","56"
"63784","Cliente 8935","BARES TRADICIONAIS","61"
"63871","Cliente 1200","CONVENIENCIA","116"
"63894","Cliente 6437","SM DE 02 A 04 CHECK-OUT","153"
"63922","Cliente 9658","CONFEITARIA/PANIFICADORA","77"
"63967","Cliente 5472","CONFEITARIA/PANIFICADORA","25"
"63972","Cliente 915","MERCEARIA","25"
"63986","Cliente 616","MERCEARIA","17"
"64070","Cliente 3746","CONVENIENCIA","25"
"64083","Cliente 125","MERCEARIA","92"
"64097","Cliente 10892","CONVENIENCIA","151"
"64102","Cliente 7969","CONFEITARIA/PANIFICADORA","25"
"64123","Cliente 519","SM DE 02 A 04 CHECK-OUT","54"
"64126","Cliente 465","SM DE 02 A 04 CHECK-OUT","82"
"64136","Cliente 431","SM DE 02 A 04 CHECK-OUT","56"
"64143","Cliente 1190","CONVENIENCIA","79"
"64147","Cliente 1842","CONFEITARIA/PANIFICADORA","79"
"64195","Cliente 4758","CONVENIENCIA","79"
"64231","Cliente 10817","BARES TRADICIONAIS","70"
"64275","Cliente 9666","BARES TRADICIONAIS","77"
"64285","Cliente 1229","CONFEITARIA/PANIFICADORA","81"
"64295","Cliente 5727","CONFEITARIA/PANIFICADORA","81"
"64297","Cliente 8062","SM DE 02 A 04 CHECK-OUT","27"
"64301","Cliente 367","QUIOSQUES","52"
"64304","Cliente 9698","CONVENIENCIA","116"
"64309","Cliente 4184","HOTEL/MOTEL","31"
"64311","Cliente 3338","SM DE 05 A 09 CHECK-OUT","164"
"64338","Cliente 872","SM DE 02 A 04 CHECK-OUT","79"
"64340","Cliente 6426","CONFEITARIA/PANIFICADORA","79"
"64369","Cliente 8692","MERCEARIA","71"
"64440","Cliente 2158","CONVENIENCIA","92"
"64454","Cliente 5224","CONFEITARIA/PANIFICADORA","25"
"64489","Cliente 8393","MERCEARIA","136"
"64491","Cliente 4424","MERCEARIA","3"
"64499","Cliente 7609","CONFEITARIA/PANIFICADORA","104"
"64509","Cliente 3792","MERCEARIA","36"
"64536","Cliente 5916","CONFEITARIA/PANIFICADORA","137"
"64561","Cliente 5729","SM DE 02 A 04 CHECK-OUT","17"
"64574","Cliente 143","ATACADO","79"
"64611","Cliente 1947","RESTAURANTE","25"
"64636","Cliente 8996","HOTEL/MOTEL","17"
"64641","Cliente 9929","SM DE 05 A 09 CHECK-OUT","52"
"64681","Cliente 7642","CONFEITARIA/PANIFICADORA","47"
"64688","Cliente 3901","CONFEITARIA/PANIFICADORA","52"
"64707","Cliente 10957","MERCEARIA","74"
"64712","Cliente 10189","SM DE 02 A 04 CHECK-OUT","10"
"64727","Cliente 3927","BARES TRADICIONAIS","77"
"64729","Cliente 140","CONFEITARIA/PANIFICADORA","25"
"64736","Cliente 1584","SM DE 02 A 04 CHECK-OUT","70"
"64767","Cliente 361","CASA DE FERRAGENS","120"
"64770","Cliente 11275","CONVENIENCIA","140"
"64852","Cliente 3215","CONVENIENCIA","140"
"64869","Cliente 9843","PASTELARIA/PIZZARIA","56"
"64883","Cliente 3211","SM ACIMA DE 20 CHECK-OUT","17"
"64899","Cliente 4523","MERCEARIA","153"
"64926","Cliente 1076","CONVENIENCIA","47"
"65026","Cliente 1590","SM DE 02 A 04 CHECK-OUT","60"
"65040","Cliente 1827","BARES TRADICIONAIS","89"
"65055","Cliente 4982","CONVENIENCIA","21"
"65098","Cliente 6951","CLUBE/CANTINA","52"
"65146","Cliente 2506","RESTAURANTE","33"
"65155","Cliente 5036","MERCEARIA","79"
"65166","Cliente 6997","SM DE 02 A 04 CHECK-OUT","79"
"65176","Cliente 4814","CONVENIENCIA","81"
"65189","Cliente 5256","CONVENIENCIA","99"
"65205","Cliente 10855","SM DE 02 A 04 CHECK-OUT","47"
"65219","Cliente 3040","MERCEARIA","65"
"65236","Cliente 1265","BARES TRADICIONAIS","71"
"65246","Cliente 7461","BARES TRADICIONAIS","31"
"65260","Cliente 2002","CINE FOTO","68"
"65273","Cliente 8427","SM DE 02 A 04 CHECK-OUT","52"
"65292","Cliente 917","CONVENIENCIA","73"
"65294","Cliente 6824","SM DE 02 A 04 CHECK-OUT","79"
"65312","Cliente 7348","SM DE 02 A 04 CHECK-OUT","104"
"65314","Cliente 6087","SM DE 02 A 04 CHECK-OUT","158"
"65347","Cliente 4960","RESTAURANTE","4"
"65370","Cliente 7030","MERCEARIA","25"
"65377","Cliente 4631","SM DE 02 A 04 CHECK-OUT","127"
"65387","Cliente 5607","ATACADO","79"
"65395","Cliente 5819","RESTAURANTE","25"
"65450","Cliente 6626","CONFEITARIA/PANIFICADORA","19"
"65477","Cliente 2084","HOTEL/MOTEL","29"
"65532","Cliente 4564","CONVENIENCIA","71"
"65542","Cliente 8299","CONVENIENCIA","144"
"65550","Cliente 3444","MERCEARIA","25"
"65566","Cliente 8951","SM DE 02 A 04 CHECK-OUT","144"
"65578","Cliente 6567","ATACADO","52"
"65580","Cliente 9951","CONVENIENCIA","21"
"65704","Cliente 10782","SM DE 02 A 04 CHECK-OUT","47"
"65706","Cliente 10752","MERCEARIA","33"
"65725","Cliente 1763","CONVENIENCIA","24"
"65743","Cliente 4148","RESTAURANTE","137"
"65773","Cliente 2338","INDUSTRIA/EMPRESA","144"
"65817","Cliente 7388","RESTAURANTE","137"
"65847","Cliente 8959","MERCEARIA","71"
"65866","Cliente 3979","PESSOA FISICA","71"
"65956","Cliente 8799","BARES TRADICIONAIS","137"
"65986","Cliente 8214","MERCEARIA","70"
"66124","Cliente 1595","ACOUGUE/VERDUREIRA","128"
"66141","Cliente 4974","CONVENIENCIA","91"
"66151","Cliente 1793","SM DE 02 A 04 CHECK-OUT","35"
"66194","Cliente 10497","CLUBE/CANTINA","72"
"66203","Cliente 2699","CLUBE/CANTINA","17"
"66218","Cliente 4444","SM DE 05 A 09 CHECK-OUT","114"
"66222","Cliente 10538","SM DE 02 A 04 CHECK-OUT","34"
"66223","Cliente 3728","MERCEARIA","115"
"66225","Cliente 7524","RESTAURANTE","137"
"66252","Cliente 5897","SM DE 10 A 19 CHECK-OUT","125"
"66260","Cliente 7542","SM DE 05 A 09 CHECK-OUT","88"
"66265","Cliente 7987","CINE FOTO","12"
"66320","Cliente 703","SM DE 02 A 04 CHECK-OUT","13"
"66326","Cliente 780","CONFEITARIA/PANIFICADORA","77"
"66342","Cliente 6177","CLUBE/CANTINA","17"
"66347","Cliente 7545","SM DE 02 A 04 CHECK-OUT","35"
"66358","Cliente 9730","SM DE 02 A 04 CHECK-OUT","25"
"66374","Cliente 2737","HOTEL/MOTEL","71"
"66460","Cliente 7473","SM DE 02 A 04 CHECK-OUT","77"
"66485","Cliente 1701","CONVENIENCIA","47"
"66486","Cliente 7436","CONFEITARIA/PANIFICADORA","101"
"66529","Cliente 10744","CONFEITARIA/PANIFICADORA","25"
"66540","Cliente 3759","CONVENIENCIA","55"
"66542","Cliente 8480","CLUBE/CANTINA","82"
"66556","Cliente 2925","PRESTADORA DE SERVICOS","71"
"66561","Cliente 4668","SM DE 02 A 04 CHECK-OUT","77"
"66564","Cliente 8350","RESTAURANTE","25"
"66610","Cliente 8258","CONVENIENCIA","77"
"66645","Cliente 8055","SM DE 02 A 04 CHECK-OUT","34"
"66711","Cliente 4222","SM DE 02 A 04 CHECK-OUT","52"
"66716","Cliente 10786","SM DE 02 A 04 CHECK-OUT","77"
"66751","Cliente 4609","SM DE 02 A 04 CHECK-OUT","35"
"66779","Cliente 541","SM DE 02 A 04 CHECK-OUT","125"
"66785","Cliente 7336","SM DE 02 A 04 CHECK-OUT","108"
"66820","Cliente 10865","CONVENIENCIA","52"
"66834","Cliente 8994","CONVENIENCIA","52"
"66872","Cliente 1530","SM DE 02 A 04 CHECK-OUT","52"
"66899","Cliente 1214","SM ACIMA DE 20 CHECK-OUT","33"
"66902","Cliente 547","MERCEARIA","92"
"66916","Cliente 4561","CONVENIENCIA","71"
"67035","Cliente 5995","CONFEITARIA/PANIFICADORA","17"
"67081","Cliente 35","CONVENIENCIA","110"
"67088","Cliente 322","CONFEITARIA/PANIFICADORA","47"
"67110","Cliente 185","MERCEARIA","29"
"67127","Cliente 10825","CONVENIENCIA","128"
"67145","Cliente 591","CONFEITARIA/PANIFICADORA","144"
"67162","Cliente 1130","SM DE 02 A 04 CHECK-OUT","23"
"67165","Cliente 494","SM DE 02 A 04 CHECK-OUT","52"
"67208","Cliente 4432","AGROPECUARIA/CACA E PESCA","52"
"67263","Cliente 10952","BARES TRADICIONAIS","24"
"67269","Cliente 4930","RESTAURANTE","52"
"67299","Cliente 10726","CONVENIENCIA","25"
"67303","Cliente 1529","CONVENIENCIA","72"
"67311","Cliente 8962","CONVENIENCIA","155"
"67346","Cliente 8054","SM DE 02 A 04 CHECK-OUT","13"
"67358","Cliente 388","CONVENIENCIA","25"
"67374","Cliente 4947","SM DE 02 A 04 CHECK-OUT","151"
"67381","Cliente 1998","RESTAURANTE","124"
"67411","Cliente 8961","BARES TRADICIONAIS","77"
"67413","Cliente 5511","CONFEITARIA/PANIFICADORA","5"
"67442","Cliente 1058","BOMBONIERE/BAZAR","25"
"67454","Cliente 1895","CONFEITARIA/PANIFICADORA","71"
"67478","Cliente 1157","MERCEARIA","152"
"67542","Cliente 11200","SM DE 02 A 04 CHECK-OUT","24"
"67547","Cliente 4449","MERCEARIA","25"
"67562","Cliente 3510","MERCEARIA","25"
"67567","Cliente 7880","CONVENIENCIA","47"
"67582","Cliente 4743","RESTAURANTE","55"
"67585","Cliente 7753","SM DE 02 A 04 CHECK-OUT","79"
"67608","Cliente 7478","SM DE 02 A 04 CHECK-OUT","155"
"67610","Cliente 3067","SM DE 02 A 04 CHECK-OUT","23"
"67651","Cliente 5867","ACOUGUE/VERDUREIRA","17"
"67658","Cliente 9529","CONVENIENCIA","79"
"67701","Cliente 6891","CONFEITARIA/PANIFICADORA","25"
"67713","Cliente 8191","CONVENIENCIA","139"
"67722","Cliente 6049","MERCEARIA","81"
"67774","Cliente 9790","MERCEARIA","88"
"67800","Cliente 2425","CONVENIENCIA","52"
"67806","Cliente 3703","BARES TRADICIONAIS","114"
"67812","Cliente 7756","SM DE 02 A 04 CHECK-OUT","79"
"67814","Cliente 2365","SM DE 02 A 04 CHECK-OUT","79"
"67822","Cliente 4883","CONFEITARIA/PANIFICADORA","66"
"67873","Cliente 4484","CONVENIENCIA","120"
"67879","Cliente 7367","SM DE 02 A 04 CHECK-OUT","144"
"67882","Cliente 4760","MERCEARIA","88"
"67950","Cliente 5118","MERCEARIA","33"
"67963","Cliente 3553","CONVENIENCIA","79"
"67978","Cliente 8818","SM DE 05 A 09 CHECK-OUT","104"
"67991","Cliente 2364","CONFEITARIA/PANIFICADORA","77"
"68003","Cliente 9742","CONVENIENCIA","110"
"68015","Cliente 6073","MERCEARIA","61"
"68062","Cliente 3305","MERCEARIA","52"
"68081","Cliente 6438","BANCA DE REVISTA","52"
"68088","Cliente 1587","SM DE 05 A 09 CHECK-OUT","137"
"68098","Cliente 5110","CONVENIENCIA","25"
"68120","Cliente 6942","BANCA DE REVISTA","52"
"68140","Cliente 8357","CONFEITARIA/PANIFICADORA","25"
"68160","Cliente 4717","SM DE 02 A 04 CHECK-OUT","71"
"68204","Cliente 3150","BOMBONIERE/BAZAR","71"
"68215","Cliente 773","CONVENIENCIA","144"
"68219","Cliente 389","CONFEITARIA/PANIFICADORA","144"
"68257","Cliente 360","CONFEITARIA/PANIFICADORA","144"
"68301","Cliente 9113","CONVENIENCIA","79"
"68319","Cliente 7801","SM DE 02 A 04 CHECK-OUT","71"
"68320","Cliente 10687","CONVENIENCIA","71"
"68359","Cliente 10304","MERCEARIA","52"
"68379","Cliente 5859","SM DE 10 A 19 CHECK-OUT","47"
"68383","Cliente 2584","CONFEITARIA/PANIFICADORA","71"
"68396","Cliente 10202","SM DE 05 A 09 CHECK-OUT","52"
"68460","Cliente 9282","MERCEARIA","35"
"68464","Cliente 7210","PRESTADORA DE SERVICOS","25"
"68470","Cliente 8891","RESTAURANTE","160"
"68474","Cliente 4140","MECANICA DE CAMINHAO E ONIBUS","71"
"68479","Cliente 9936","CONVENIENCIA","52"
"68505","Cliente 9526","CONFEITARIA/PANIFICADORA","25"
"68519","Cliente 11341","RESTAURANTE","128"
"68575","Cliente 8771","SM DE 02 A 04 CHECK-OUT","161"
"68577","Cliente 9587","CONFEITARIA/PANIFICADORA","71"
"68586","Cliente 1863","CONVENIENCIA","17"
"68617","Cliente 564","CONFEITARIA/PANIFICADORA","71"
"68625","Cliente 10206","SM DE 02 A 04 CHECK-OUT","68"
"68630","Cliente 8812","SM DE 05 A 09 CHECK-OUT","52"
"68638","Cliente 8069","CONVENIENCIA","144"
"68674","Cliente 230","CONVENIENCIA","144"
"68731","Cliente 7632","CONVENIENCIA","71"
"68753","Cliente 4629","CONVENIENCIA","79"
"68839","Cliente 3601","SM DE 05 A 09 CHECK-OUT","52"
"68860","Cliente 7540","CONVENIENCIA","17"
"68866","Cliente 8034","SM DE 02 A 04 CHECK-OUT","137"
"68874","Cliente 3332","CONVENIENCIA","125"
"68884","Cliente 3068","CONVENIENCIA","79"
"68911","Cliente 7500","CONVENIENCIA","79"
"68931","Cliente 832","CONVENIENCIA","24"
"68936","Cliente 8734","RESTAURANTE","10"
"68994","Cliente 3855","PASTELARIA/PIZZARIA","71"
"69001","Cliente 10986","SM DE 02 A 04 CHECK-OUT","79"
"69013","Cliente 10128","MERCEARIA","160"
"69041","Cliente 3155","SM DE 02 A 04 CHECK-OUT","52"
"69064","Cliente 10547","MATERIAL DE CONSTRUCAO","25"
"69074","Cliente 2974","CONVENIENCIA","71"
"69130","Cliente 7722","HOTEL/MOTEL","9"
"69149","Cliente 2096","RESTAURANTE","25"
"69166","Cliente 398","BARES TRADICIONAIS","82"
"69170","Cliente 3179","BOMBONIERE/BAZAR","79"
"69181","Cliente 2308","CONFEITARIA/PANIFICADORA","9"
"69185","Cliente 1500","SM DE 02 A 04 CHECK-OUT","137"
"69197","Cliente 8931","CONVENIENCIA","79"
"69200","Cliente 5894","CONVENIENCIA","25"
"69222","Cliente 3378","MERCEARIA","79"
"69238","Cliente 6396","SM DE 02 A 04 CHECK-OUT","16"
"69240","Cliente 749","LIVRARIA/PAPELARIA","128"
"69242","Cliente 10693","RESTAURANTE","104"
"69254","Cliente 3166","MERCEARIA","52"
"69264","Cliente 3852","MERCEARIA","104"
"69282","Cliente 535","MERCEARIA","135"
"69286","Cliente 11034","CONVENIENCIA","77"
"69322","Cliente 7355","MERCEARIA","160"
"69342","Cliente 11433","CONVENIENCIA","79"
"69343","Cliente 1756","CONVENIENCIA","79"
"69371","Cliente 673","LOJA DE DEPARTAMENTO","52"
"69388","Cliente 3221","MERCEARIA","52"
"69396","Cliente 2692","RESTAURANTE","33"
"69403","Cliente 8632","SM DE 02 A 04 CHECK-OUT","143"
"69410","Cliente 2068","BARES TRADICIONAIS","82"
"69413","Cliente 3227","SM DE 02 A 04 CHECK-OUT","52"
"69414","Cliente 4190","MERCEARIA","68"
"69420","Cliente 684","","71"
"69478","Cliente 6637","SM DE 02 A 04 CHECK-OUT","65"
"69490","Cliente 5937","CONFEITARIA/PANIFICADORA","47"
"69500","Cliente 482","CONVENIENCIA","81"
"69505","Cliente 1498","CONFEITARIA/PANIFICADORA","160"
"69542","Cliente 375","SM DE 02 A 04 CHECK-OUT","68"
"69555","Cliente 7720","CONFEITARIA/PANIFICADORA","84"
"69564","Cliente 300","MERCEARIA","12"
"69620","Cliente 9163","CONVENIENCIA","47"
"69626","Cliente 7968","SM DE 02 A 04 CHECK-OUT","160"
"69639","Cliente 10214","SM DE 02 A 04 CHECK-OUT","160"
"69653","Cliente 5798","MERCEARIA","88"
"69656","Cliente 9428","SM DE 02 A 04 CHECK-OUT","91"
"69667","Cliente 7284","SM DE 10 A 19 CHECK-OUT","63"
"69705","Cliente 4633","CONVENIENCIA","56"
"69738","Cliente 8406","MERCEARIA","71"
"69744","Cliente 7197","INDUSTRIA/EMPRESA","61"
"69750","Cliente 4608","HOTEL/MOTEL","57"
"69762","Cliente 3603","BARES TRADICIONAIS","47"
"69768","Cliente 8823","SM DE 02 A 04 CHECK-OUT","79"
"69774","Cliente 10281","MERCEARIA","35"
"69823","Cliente 11022","BARES TRADICIONAIS","12"
"69916","Cliente 664","SM DE 02 A 04 CHECK-OUT","66"
"69933","Cliente 2931","SM DE 05 A 09 CHECK-OUT","132"
"69943","Cliente 55","SM DE 02 A 04 CHECK-OUT","73"
"69975","Cliente 8824","MERCEARIA","17"
"69981","Cliente 4272","CONVENIENCIA","52"
"70018","Cliente 508","CONFEITARIA/PANIFICADORA","79"
"70071","Cliente 9565","MERCEARIA","126"
"70107","Cliente 3736","CONFEITARIA/PANIFICADORA","144"
"70163","Cliente 3715","BOMBONIERE/BAZAR","25"
"70188","Cliente 3003","ACOUGUE/VERDUREIRA","17"
"70197","Cliente 5779","HOTEL/MOTEL","52"
"70224","Cliente 7779","SM DE 02 A 04 CHECK-OUT","79"
"70246","Cliente 5237","MERCEARIA","59"
"70315","Cliente 7536","BARES TRADICIONAIS","25"
"70360","Cliente 8840","CONVENIENCIA","71"
"70368","Cliente 3987","SM DE 02 A 04 CHECK-OUT","54"
"70370","Cliente 9100","CONVENIENCIA","144"
"70410","Cliente 6993","SM DE 02 A 04 CHECK-OUT","144"
"70412","Cliente 11530","CONVENIENCIA","31"
"70420","Cliente 3362","CONVENIENCIA","79"
"70423","Cliente 7655","SM DE 05 A 09 CHECK-OUT","153"
"70442","Cliente 8451","LOJA DE DEPARTAMENTO","155"
"70502","Cliente 10980","LIVRARIA/PAPELARIA","79"
"70515","Cliente 5706","SM DE 10 A 19 CHECK-OUT","17"
"70524","Cliente 1642","CONVENIENCIA","25"
"70587","Cliente 3149","MERCEARIA","56"
"70651","Cliente 4452","CONFEITARIA/PANIFICADORA","71"
"70681","Cliente 907","CONFEITARIA/PANIFICADORA","71"
"70707","Cliente 8872","ATACADO","79"
"70853","Cliente 11392","CONFEITARIA/PANIFICADORA","144"
"70878","Cliente 2077","LIVRARIA/PAPELARIA","17"
"70901","Cliente 8780","RESTAURANTE","91"
"70958","Cliente 4308","MERCEARIA","17"
"70962","Cliente 3349","MERCEARIA","79"
"70970","Cliente 6513","CONFEITARIA/PANIFICADORA","98"
"70974","Cliente 8842","SM DE 02 A 04 CHECK-OUT","21"
"71031","Cliente 1477","ATACADO","79"
"71033","Cliente 9168","BOMBONIERE/BAZAR","79"
"71048","Cliente 3049","SM DE 02 A 04 CHECK-OUT","104"
"71061","Cliente 8940","SM DE 02 A 04 CHECK-OUT","101"
"71066","Cliente 1555","SM DE 02 A 04 CHECK-OUT","146"
"71067","Cliente 5740","CINE FOTO","17"
"71099","Cliente 6814","BARES TRADICIONAIS","125"
"71133","Cliente 9161","RESTAURANTE","71"
"71144","Cliente 2213","CONVENIENCIA","79"
"71146","Cliente 6809","FARMACIA/DROGARIA","70"
"71195","Cliente 7502","CONVENIENCIA","79"
"71205","Cliente 7844","CONVENIENCIA","79"
"71217","Cliente 10345","CONVENIENCIA","33"
"71219","Cliente 6745","CONVENIENCIA","33"
"71267","Cliente 10685","BARES TRADICIONAIS","118"
"71272","Cliente 3154","CONFEITARIA/PANIFICADORA","17"
"71362","Cliente 5160","SM DE 02 A 04 CHECK-OUT","79"
"71369","Cliente 5057","SM DE 02 A 04 CHECK-OUT","125"
"71404","Cliente 2560","SM DE 05 A 09 CHECK-OUT","150"
"71424","Cliente 10797","CONFEITARIA/PANIFICADORA","79"
"71438","Cliente 7459","SM DE 05 A 09 CHECK-OUT","98"
"71492","Cliente 6183","MERCEARIA","137"
"71518","Cliente 792","CONFEITARIA/PANIFICADORA","79"
"71532","Cliente 6318","SM DE 02 A 04 CHECK-OUT","128"
"71537","Cliente 9595","CONCESSIONARIA MAN","104"
"71616","Cliente 6773","BARES TRADICIONAIS","71"
"71650","Cliente 10778","MERCEARIA","52"
"71679","Cliente 3346","SM DE 02 A 04 CHECK-OUT","52"
"71684","Cliente 3002","MERCEARIA","104"
"71688","Cliente 3439","SM DE 02 A 04 CHECK-OUT","79"
"71698","Cliente 4676","CONVENIENCIA","140"
"71725","Cliente 1517","SM DE 02 A 04 CHECK-OUT","165"
"71727","Cliente 10567","CONFEITARIA/PANIFICADORA","112"
"71731","Cliente 10939","SM DE 02 A 04 CHECK-OUT","52"
"71734","Cliente 1068","SM DE 02 A 04 CHECK-OUT","47"
"71744","Cliente 22","CONVENIENCIA","47"
"71762","Cliente 6271","LIVRARIA/PAPELARIA","71"
"71803","Cliente 8728","ACOUGUE/VERDUREIRA","79"
"71817","Cliente 9187","CONFEITARIA/PANIFICADORA","160"
"71818","Cliente 827","BARES TRADICIONAIS","52"
"71854","Cliente 4524","MERCEARIA","125"
"71900","Cliente 5058","MERCEARIA","53"
"71909","Cliente 5186","MERCEARIA","81"
"71913","Cliente 1671","BANCA DE REVISTA","52"
"71945","Cliente 6169","SM DE 02 A 04 CHECK-OUT","9"
"71948","Cliente 5734","TERCEIROS","71"
"71959","Cliente 516","CONVENIENCIA","79"
"71963","Cliente 10577","SM DE 02 A 04 CHECK-OUT","128"
"71989","Cliente 7036","BARES TRADICIONAIS","47"
"72000","Cliente 11451","CONFEITARIA/PANIFICADORA","104"
"72028","Cliente 83","CLUBE/CANTINA","143"
"72045","Cliente 5731","HOTEL/MOTEL","3"
"72068","Cliente 7630","FARMACIA/DROGARIA","79"
"72070","Cliente 6577","CONFEITARIA/PANIFICADORA","123"
"72092","Cliente 2637","MERCEARIA","144"
"72120","Cliente 8993","CONVENIENCIA","110"
"72164","Cliente 3820","CONVENIENCIA","79"
"72174","Cliente 2320","ATACADO","79"
"72195","Cliente 1238","SM DE 02 A 04 CHECK-OUT","57"
"72238","Cliente 6529","SM DE 02 A 04 CHECK-OUT","155"
"72246","Cliente 5384","CLUBE/CANTINA","79"
"72267","Cliente 7788","HOTEL/MOTEL","52"
"72272","Cliente 7102","FARMACIA/DROGARIA","144"
"72283","Cliente 1976","MERCEARIA","128"
"72303","Cliente 1545","RESTAURANTE","47"
"72306","Cliente 4978","SM ACIMA DE 20 CHECK-OUT","144"
"72346","Cliente 102","SM DE 02 A 04 CHECK-OUT","98"
"72349","Cliente 1569","MERCEARIA","79"
"72363","Cliente 1576","BARES TRADICIONAIS","144"
"72402","Cliente 4624","MERCEARIA","25"
"72405","Cliente 8539","BOMBONIERE/BAZAR","79"
"72411","Cliente 1117","ATACADO","79"
"72423","Cliente 9888","CONVENIENCIA","144"
"72435","Cliente 9567","HOTEL/MOTEL","17"
"72449","Cliente 10757","SM DE 02 A 04 CHECK-OUT","79"
"72556","Cliente 9096","SM DE 02 A 04 CHECK-OUT","52"
"72560","Cliente 5827","PRESTADORA DE SERVICOS","71"
"72589","Cliente 3768","SM DE 05 A 09 CHECK-OUT","71"
"72600","Cliente 1184","CASA DE FERRAGENS","19"
"72610","Cliente 3081","SM DE 02 A 04 CHECK-OUT","79"
"72688","Cliente 4839","MERCEARIA","164"
"72700","Cliente 935","CONVENIENCIA","144"
"72752","Cliente 5278","CONVENIENCIA","25"
"72805","Cliente 1120","SM DE 02 A 04 CHECK-OUT","79"
"72830","Cliente 5325","SM DE 05 A 09 CHECK-OUT","33"
"72855","Cliente 10958","CLUBE/CANTINA","17"
"72886","Cliente 8565","CONVENIENCIA","81"
"72901","Cliente 5596","CONVENIENCIA","52"
"72982","Cliente 1643","MERCEARIA","116"
"73016","Cliente 7091","MERCEARIA","52"
"73105","Cliente 3228","HOTEL/MOTEL","98"
"73191","Cliente 10468","SM DE 02 A 04 CHECK-OUT","79"
"73193","Cliente 10647","CONVENIENCIA","79"
"73204","Cliente 10801","MERCEARIA","144"
"73215","Cliente 1846","MERCEARIA","116"
"73265","Cliente 1492","BARES TRADICIONAIS","160"
"73274","Cliente 9410","MERCEARIA","115"
"73281","Cliente 1804","SM DE 02 A 04 CHECK-OUT","52"
"73289","Cliente 8123","SM DE 02 A 04 CHECK-OUT","144"
"73333","Cliente 3073","CONVENIENCIA","52"
"73379","Cliente 2734","INDUSTRIA/EMPRESA","71"
"73421","Cliente 1573","CONFEITARIA/PANIFICADORA","81"
"73494","Cliente 3402","CONVENIENCIA","33"
"73545","Cliente 10696","CONVENIENCIA","79"
"73548","Cliente 2076","CONFEITARIA/PANIFICADORA","71"
"73556","Cliente 558","CONFEITARIA/PANIFICADORA","71"
